isbn,language_code,text_reviews_count,authors,publisher,num_pages,isbn13,bookID,ratings_count,title,average_rating,publication_month,publication_year
9044818295,nl,1,Arno Bohlmeijer,Clavis,14,9789044818291,17978281,14,Wie gevonden wil worden,2,12,2012
149965331X,,1,Francis Flagg,Createspace Independent Publishing Platform,1,9781499653311,22342481,1,The Heads of Apex,2,5,2014
054500702X,,1,Ben Harper,Scholastic Inc.,2,9780545007023,13195332,2,Race for Akator,2,,2008
0862787491,,2,George Otto Simms,O'Brien Press,5,9780862787493,2821237,5,Saint Patrick: Ireland's Patron Saint,2,2,2004
2200289618,fre,2,Pascal Boniface,Armand Colin,2,9782200289614,22806416,2,Géopolitique du sport,2,5,2014
0821416952,,1,Eva Plach,Ohio University Press,3,9780821416952,1659335,3,"The Clash of Moral Nations: Cultural Politics in Pilsudski’s Poland, 1926–1935",2,10,2006
2369760192,,2,"Helene Marche, Wolfy D'Arkan",Lune-Ecarlate Editions,2,9782369760191,21545309,2,Mysterieuse Rencontre,2,3,2014
1842709631,,9,David McKee,Andersen,27,9781842709634,12193787,27,Denver,2,4,2010
143429224X,,2,"Sholly Fisch, Chynna Clugston Flores, Heroic Age",Stone Arch Books,7,9781434292247,20485952,7,Who Is the Mystery Bat-Squad?,2,7,2014
0855328908,,1,Helen Levien,Search Press(UK),2,9780855328900,12954503,2,"Helen Levien's Change That Garden: Transforming Furniture, Ornaments and Pots",2,8,2000
098399062X,,1,Leslie Seppinni,Dunham Books,13,9780983990628,13191671,13,Who Is Casey Anthony?: Understanding the Motherly Motivation to Murder,2,2,2012
0988655608,,5,Paul R. Theroux,Independent Institute,5,9780988655607,18330299,5,Q-23: A Novel of Espionage and Racqueteering,2,10,2013
9022548694,nl,1,"Julia Conrad, George Bruynzeels",Mynx,6,9789022548691,8270002,6,De draken,2,9,2008
9793600926,ind,1,Margaret,Gagas Media,18,9789793600925,9946762,18,Guru Gue Kerennn!,2,10,2005
902140561X,,2,"Elisabeth Maria Post, Albertus Nicolaas Paasman",Querido,10,9789021405612,10497993,10,"Het Land, In Brieven",2,,1987
087905820X,,1,Sue Carabine,Gibbs Smith,2,9780879058203,2449133,2,Grandma's Night Before Christmas,2,8,2000
1607272857,,1,Laura Gates Galvin,Soundprints,1,9781607272854,14479528,1,First Look at Dinosaurs,2,9,2011
1564777413,,1,Rebecca Lennox,Martingale and Company,4,9781564777416,1395324,4,Knitting Beyond the Basics: Skill-Building Lessons and Must-Have Projects,2,4,2007
2895401659,,2,"Francois Barcelo, Marie-Claire Blais, Chrystine Brouillet, Andre Marois, Gilles Pellerin, Patrick Senecal, Andre Truand",400 coups,5,9782895401650,4418897,5,Montréal noir,2,11,2003
1500899534,,2,Armando Elle,Createspace Independent Publishing Platform,8,9781500899530,28858605,8,Tecniche Di Memorizzazione Veloce,2,7,2015
273822489X,fre,1,Catherine Rihoit,Succes Du Livre,3,9782738224897,16114234,3,La Favorite,2,8,2009
0888012276,,3,Susan MacGregor,Ravenstone,4,9780888012272,3234979,4,Divine Realms: Canadian Science Fiction & Fantasy,2,1,1998
0983693773,,2,"Shane Riches, Jose Holder",12 Gauge Comics,2,9780983693772,16208023,2,Afflicted,2,9,2012
1600595855,,3,Laura Zukaite,Lark Crafts,10,9781600595851,7992248,10,Luxe Knits: The Accessories: Couture Adornments to Knit  Crochet,2,10,2010
1780231466,,1,Marc Millon,Not Avail,1,9781780231464,23095823,1,RB-Edible,2,5,2014
0374351163,,1,"Kate Banks, Isaac Millman",Farrar Straus Giroux,4,9780374351168,2941374,4,Howie Bowles and Uncle Sam,2,9,2000
0980687306,,1,Julie Ann Davey,Ausa Creations,2,9780980687309,7298680,2,Coincidence or Something Else?,2,8,2009
9789549219,bul,9,Khristo Stoianov,Khri100,80,9789549978780,17937617,80,Скритият живот на една помакиня,2,,2006
0746019734,,1,Susan Mayes,E.D.C. Publishing,2,9780746019733,2843493,2,Life on Earth,2,1,2008
2501098722,,1,Marie-Claude Delahaye,Marabout,2,9782501098724,27480247,2,Le Grand Guide de La Future Maman,2,1,2015
4799712632,jpn,2,Kashio,CITRON COMICS,4,9784799712634,34179049,4,"Sawaranaide, Kowareteimasu",2,3,2013
0674634128,,1,John Bonner,Harvard University Press,2,9780674634121,8802935,2,On Development on Development: The Biology of Form the Biology of Form,2,1,1974
293036064X,fre,1,Simon Liberman,Employe du moi,1,9782930360645,24082845,1,La beauté,2,6,2014
373735216X,ger,1,Gillian Philip,Fischer KJB,2,9783737352161,34838278,2,Die Geheimnisse von Ravenstorm Island – Der Schattenwald,2,3,2017
8865490020,ita,1,"Bibi Bellini, Antonella Cilento, Anna Jannello, Ernesto Milanesi, Michele Monina, Gianluca Morozzi, Gianni Mura, Annibale Osti, Marco Pastonesi, Darwin Pastorin, Gian Paolo Porreca, Emilio Rigatti, Paolo Colagrande, Giampiero Rigosi, Paolo Rumiz, Flavio Santi, Davide Sapienza, Andrea Satta, Brunella Schisa, Pietro Spirito, Susanna Tamaro, Tronchet, Wu Ming 2, Bruno Contigiani, Paola Zannoner, Maurizio Crosetti, Berarda Del Vecchio, Gian Luca Favetto, Fabio Geda, Cecilia Gentile, Margherita Hack",Ediciclo Editore,4,9788865490020,10282967,4,La mia prima bicicletta,2,7,2010
0230202527,,1,Richard Bradford,Palgrave Macmillan,1,9780230202528,8252735,1,"Life Writing: Essays on Autobiography, Biography and Literature",2,12,2009
0615651666,eng,7,Rosa Lee Klaneski,rugbykingpin,9,9780615651668,15702948,9,"5,6,7: The Book of David",2,6,2012
0373169876,,2,Mollie Molay,Harlequin,6,9780373169870,246108,6,My Big Fake Green-Card Wedding,2,9,2003
082141948X,eng,2,"Kevin Haworth, Dinty W. Moore",Ohio University Press,15,9780821419489,10265778,15,Lit from Within: Contemporary Masters on the Art and Craft of Writing,2,3,2011
1517633923,,1,Cyril Herios Capgras,Createspace Independent Publishing Platform,1,9781517633929,27176686,1,Voyage Astral: Premier Souffle,2,7,2015
0806301619,,1,George C. Greer,Genealogical Publishing Company,2,9780806301617,3847033,2,"Early Virginia Immigrants, 1623-1666",2,9,2000
0312510195,,1,Claude Cassady,St. Martin's Press,2,9780312510190,4987430,2,The Man from Tucson,2,1,1978
1595691820,,1,Tivadar Soros,MONDIAL,2,9781595691828,9958717,2,Crusoes in Siberia. the Fairest Judgment,2,11,2010
1843547171,,10,Brian Thompson,Atlantic,31,9781843547174,3272992,31,The Widow's Secret,2,9,2008
1416522816,en-GB,3,Stephen Foster,Pocket Books,8,9781416522812,10630595,8,Are You With Me?,2,5,2008
1510704566,,1,Loft Publications,Skyhorse Publishing,6,9781510704565,25986756,6,Small Apartment Inspirations,2,3,2016
8320717213,pol,1,Tomasz Jastrun,Iskry,2,9788320717211,4850774,2,Tylko czułość idzie do nieba,2,,2003
0983634610,,5,June M. White,Enterprises Unlimited,23,9780983634614,12092479,23,"Dana White, King of Mma: Dana White an Unauthorized Biography",2,7,2011
1499000898,,3,Julie K. Parrott,Xlibris Corporation,2,9781499000894,22127726,2,Cost of Truth,2,4,2014
0761364250,eng,1,Elaine Landau,Lerner Publications,2,9780761364252,9965212,2,Persians Are the Best!,2,3,2011
0811850196,,1,Lucy MacDonald,Chronicle Books,11,9780811850193,4861913,11,Learn to Manage Your Time,2,1,2006
1138786217,,1,"Peter Lassman, Irving Velody, Herminio Martins",Routledge,1,9781138786219,20667339,1,Max Weber's 'Science as a Vocation',2,8,2014
0709015356,,1,Noel Scanlon,Hale,4,9780709015352,4234089,4,Apparitions,2,4,1984
1627986421,eng,20,Julie Lynn Hayes,Dreamspinner Press,38,9781627986427,21432433,38,"Yes, He's My Ex",2,4,2014
4434201425,jpn,1,Sen Shen Xiao Yao,Xing Yun She,1,9784434201424,31697935,1,侘び然び幽玄のこころ─西洋哲学を超える上位意識,2,1,2015
0521196116,,1,"William Scott, Gavin Alexander",Cambridge University Press,1,9780521196116,17889508,1,The Model of Poesy,2,12,2014
0762414731,,1,Pamela Liflander,Running Press,1,9780762414734,1611570,1,The Four Leaf Clover Kit,2,2,2003
0989326764,eng,1,Edd James M Boles,Museum of Disability History,2,9780989326766,30689046,2,"They Did No Harm: Alternative Medicine in Niagara Falls, NY, 1830-1930",2,7,2014
1861082452,,1,Sandra Hardy,Guild of Master Craftsman,5,9781861082459,2296921,5,Handcrafted Rugs,2,5,2002
0300005822,,1,Merritt Y. Hughes,,1,9780300005820,2233601,1,Ten Perspectives on Milton,2,,1965
2212068174,,1,Thierry Gallauziaux,Eyrolles,1,9782212068177,8041724,1,La Plomberie,2,4,1999
8864111131,ita,2,Alessandra Faiella,Fazi,6,9788864111131,10168046,6,Il lato B,2,4,2010
1634280350,,1,"Marion Miles, Elsie Grant",Webnetworks Inc,1,9781634280358,22790132,1,Healthy Diet Menu: A Wide Selection of Healthy Recipes,2,6,2014
1617833592,,1,Julie Murray,Abdo Publishing Company,1,9781617833595,14592456,1,Massachusetts,2,9,2012
0522855903,,1,Peter van Onselen,Melbourne University Publishing,2,9780522855906,6243685,2,Liberals and Power: The Road Ahead,2,6,2009
073772286X,,1,William Dudley,Greenhaven Press,2,9780737722864,2724597,2,Iraq: Opposing Viewpoints,2,11,2003
0752874918,,1,Catriona McCloud,Orion Publishing,3,9780752874913,5744678,3,Straight Up,2,2,2008
1480276847,eng,1,Eric T. Mead,CreateSpace Independent Publishing Platform,3,9781480276840,16159656,3,Zombie Messiah: The Mindful Mindless Killing Machine,2,11,2012
1742575617,,1,Hideo Dekura,New Holland Publishers,1,9781742575612,26346386,1,Sake: Discover the Culinary Pleasures of Sake's Long Relationship with Japanese Cuisine,2,12,2015
880455147X,ita,2,Corrado Augias,Mondadori,8,9788804551478,9677459,8,Quel treno da Vienna,2,,2006
1517415403,,1,Jennifer Alison,Createspace Independent Publishing Platform,1,9781517415402,27033489,1,"Let Go of Worry, Embarrassment and Regret: 3 Steps to Happiness",2,9,2015
0874518989,,2,Laurie Alberts,University Press of New England,9,9780874518986,4445380,9,Lost Daughters,2,3,1999
2917702249,fre,2,Jerome Attal,Stephane Million Editeur,4,9782917702246,16048836,4,Folie Furieuse,2,10,2010
9381576939,eng,3,Snigdha Jha,Leadstart Publishing,5,9789381576939,13438398,5,Kosmikaleidoscope,2,1,2012
1608953009,,2,John Siskin,Amherst Media,10,9781608953004,13198787,10,"Photographing Architecture: Lighting, Composition, Postproduction and Marketing Techniques",2,12,2011
1843607999,eng,3,S.L. Carpenter,Ellora's Cave,22,9781843607991,4459079,22,Betty & the Beast,2,1,2004
9170375267,swe,6,Hanna von Corswant,Ordfront,51,9789170375262,12796451,51,Barnflickan,2,9,2011
8882891380,ita,1,Brian Murray Fagan,Newton&Compton,1,9788882891381,36267539,1,Antiche civiltà precolombiane,2,1,1999
1582613095,,1,Kerry Keene,Sports Publishing LLC,1,9781582613093,2341813,1,1951: When Giants Played the Game,2,7,2001
187398202X,,1,"Brian Murdoch, Rutebeuf, The Archpoet, Wernher der Gartenaere, Jean Froissart, Thomas de la Moore, Thomas of Walsingham, Matthew Paris, William of Newburgh, Ramulph Higden, Nithard, Einhard, Thomas Murner, Gregory of Tours, Geraldus, Andrew Boorde, Sebastian Brant, Dafydd ap Gwilym, Giovanni Boccaccio, Marie de France, Jacob Ruf, Cecco Agniolieri",Dedalus,3,9781873982020,2544364,3,Book of Medieval Literature,2,4,1996
9020402153,nl,1,Louis Couperus,Veen,3,9789020402155,17201372,3,Epigrammen,2,,1982
1847197582,,1,Travis Tidwell,Packt Publishing,2,9781847197580,8270308,2,Flash With Drupal,2,5,2009
0806622180,,1,Daniel J. Simundson,Augsburg Fortress Publishing,1,9780806622187,4518605,1,The Message Of Job: A Theological Commentary,2,5,1986
1401263518,,36,"Peter Milligan, Brett Parson",Vertigo,141,9781401263515,27405512,141,New Romancer,2,8,2016
145321755X,,2,Ira Levin,Pegasus Books,13,9781453217559,11178392,13,Son of Rosemary,2,5,2011
0968950302,,1,"Nicholas Henck, Clifford Harper",Kersplebedeb,1,9780968950302,406745,1,"Broadening the Struggle and Winning the Media War: 'Marcos Mystique, ' Guerilla Chic, and Zapatista PR",2,3,2002
0810884267,,1,Donald L. Deardorff II,Scarecrow Press,4,9780810884267,18323781,4,Bruce Springsteen: American Poet and Prophet,2,12,2013
1442432527,fin,2,"Kara McMahon, Victoria Ying",Simon Spotlight/Nickelodeon,8,9781442432529,10341834,8,Let's Play School!: My Best Friend Dora,2,1,2012
0672335557,,5,Bud E. Smith,Sams Publishing,9,9780672335556,10600454,9,"Sams Teach Yourself Facebook for Business in 10 Minutes: Covers Facebook Places, Facebook Deals and Facebook Ads",2,6,2011
1403325200,,2,James R. Gaines,Authorhouse,3,9781403325204,7705721,3,"12 Days In Ghana: Reunions, Revelations & Reflections",2,10,2002
1894942426,,4,Kate Dolan,"Zumaya Publications, LLC",7,9781894942423,1316706,7,Langley's Choice,2,12,2003
1573871710,,1,Marylaine Block,Thomas H. Hogan Sr.,3,9781573871716,1891263,3,Net Effects: How Librarians Can Manage the Unintended Consequences of the Internet,2,8,2003
156414982X,,1,Jean C. Joachim,Career Press,1,9781564149824,4376107,1,151 Quick Ideas for Advertising on a Shoestring,2,2,2008
1414111541,,1,Kelsey Phillips,Pleasant Word,2,9781414111544,5139833,2,College Bound on Solid Ground,2,8,2008
1480098930,eng,1,Michael Moye,Createspace,1,9781480098930,17189935,1,"Cry, Baby",2,10,2012
8896121914,ita,13,Ivano Mingotti,Ded'a,32,9788896121917,20747536,32,Nebbia,2,12,2013
1609113241,,4,"Lyn Johnson, Lisa D. Branch-Tucker",Eloquent Books,6,9781609113247,8651158,6,Lady Undertaker,2,4,2010
140810072X,,1,"Nick Wilde, Philip R. Holden, Phil R. Holden",A & C Black Publishers Ltd,2,9781408100721,5728030,2,Virtually Free Marketing: Harnessing the Power of the Web for Your Small Business,2,11,2008
1592582575,,1,Ward Calhoun,Hylas Publishing,3,9781592582570,6881490,3,The Llama Sutra: Getting Wild in the Wild Kingdom,2,11,2006
1905437021,,2,Andy Boot,Abaddon Books,11,9781905437023,3271818,11,A Kind of Peace,2,8,2006
9023419049,nl,1,"Kay MacCauley, Lucie van Rooijen",Cargo,6,9789023419044,25346901,6,De pestheilige,2,,2006
1502540231,eng,1,Vincent de Villeperdue,CreateSpace Independent Publishing Platform,3,9781502540232,23462899,3,"Asses' Bridge: Pons Asinorum (Asses' Bridge, #1)",2,9,2014
076519774X,,1,Meg Wheeler,Smithmark Publishers,1,9780765197740,10061589,1,Tracing Your Roots: Locating Your Ancestors Through Landscape and History,2,9,1996
0838907873,,1,Jo Bell Whitlatch,American Library Association,2,9780838907870,2437553,2,Evaluating Reference Services: A Practical Guide,2,1,2000
1596545186,,1,Anonymous,Olympia Press,1,9781596545182,6122723,1,The School for Girls,2,3,2007
0743294297,eng,3282,Jennifer Weiner,Atria Books,51184,9780743294294,6066819,51184,Best Friends Forever,3,7,2009
0142427896,,9,"Stephen King, Edward Herrmann",Penguin Audio,45,9780142427897,7203847,45,The Tommyknockers,3,5,2010
1850294607,eng,2,"Terence Conran, Roger Dubern, John McGowan, Hugh Johnson",Conran,9,9781850294603,427479,9,Terence Conran's DIY By Design: Over 30 Projects To Make and More Than 100 Design Ideas For Every Room In Your Home,3,12,1999
0765313286,,54,Kathleen Bryan,Tor Books,372,9780765313287,780917,372,"The Serpent and the Rose (War of the Rose, #1)",3,3,2007
1933617640,,7,Yuu Asami,Go! Comi,46,9781933617640,2250580,46,"A.I. Revolution, Vol. 1",3,1,2007
3462047647,ger,4,Feridun Zaimoglu,Kiepenheuer&Witsch,12,9783462047646,25823101,12,Siebentürmeviertel,3,8,2015
1592912737,,2,Mike Wolfer,Avatar Press,38,9781592912735,27036537,38,"Crossed, Volume 15",3,3,2016
0984114041,,1,Ralph Peduto,River Sanctuary Publishing,1,9780984114047,13827842,1,American Maze: Only One Way Out,3,11,2010
0345526643,en-US,4,Meg Waite Clayton,Ballantine Books,20,9780345526649,9955028,20,The Language of Light: A Novel,3,6,2011
1404881735,,2,"Charles Reasoner, Marina Le Ray",Picture Window Books,6,9781404881730,16250765,6,Itsy Bitsy Spider,3,3,2013
1404881727,,2,"Charles Reasoner, Marina Le Ray",Picture Window Books,15,9781404881723,16250764,15,Humpty Dumpty,3,3,2013
8861100031,ita,2,"Moussa Konate, Ondina Granato",Del Vecchio Editore,6,9788861100039,10573355,6,L'assassino di Banconi,3,9,2010
9025440541,nl,7,"Haruki Murakami, Kat Menschik, Jacques Westerhoven",Atlas Contact,126,9789025440541,16174656,126,De broodjesroofverhalen,3,11,2012
0689878087,,8,Wendy Cheyette Lewison,Simon & Schuster Books for Young Readers,58,9780689878084,828185,58,The Prince and the Potty,3,7,2006
1783065885,eng,1,R.T. Stroud,Troubador Publishing Ltd,1,9781783065882,23336818,1,The Dead City Rollers,3,10,2014
8408034030,,1,Francisco Umbral,Editorial Planeta,10,9788408034032,1035130,10,El Socialista Sentimental,3,3,2000
1858331196,,1,Joan Moore,Whitecap Books,4,9781858331195,11691537,4,The Astrology Yearbook,3,6,1994
9511199129,fin,4,"Misha Defonseca, Heli Kalliolevo",Otava,9,9789511199120,7295549,9,Susilapsi,3,,2005
0716020076,,1,Joyce Nicholson,Elliot Right Way Books,1,9780716020073,11387072,1,Children's Party and Games Book,3,11,1992
1606902172,eng,26,"Scott Beatty, Daniel Indro",Dynamite Entertainment,114,9781606902172,11827783,114,Sherlock Holmes: Year One,3,11,2011
1770493131,eng,68,Julie Johnston,Tundra Books,248,9781770493131,17262776,248,Little Red Lies,3,9,2013
0373794061,eng,312,Leslie Kelly,Harlequin,3852,9780373794065,2741853,3852,Slow Hands,3,6,2008
9798083407,eng,2,"John H. McGlynn, Adila Suwarmo",The Lontar Foundation,7,9789798083402,7815672,7,"Manhattan Sonnet: Indonesian Poems, Short Stories, and Essays about New York",3,12,2001
1101131217,,1,Mick Ukleja,Perigee Books,3,9781101131213,8425260,3,Who Are You? What Do You Want?,3,9,2009
1598878557,eng,11,"Noah Adams, National Public Radio",HighBridge Company,50,9781598878554,6452080,50,NPR Road Trips: Roadside Attractions: Stories That Take You Away...,3,4,2009
1632160188,eng,28,Ryan Loveless,Dreamspinner Press,147,9781632160188,22701782,147,Last Chance Charlie,3,8,2014
0810984288,eng,30,"William Sleator, Ann Monticone",Harry N. Abrams,72,9780810984288,10806004,72,The Phantom Limb,3,10,2011
1402771312,,9,Serge Bloch,Sterling Children's Books,58,9781402771316,12435882,58,Snowed Under and Other Christmas Confusions,3,10,2011
0345296397,,2,John Brunner,Ballantine Books,12,9780345296399,3116771,12,The Long Result,3,2,1970
0373023057,eng,2,Katrina Britt,Harlequin Books,8,9780373023059,6719823,8,The Man on the Peak,3,1,1980
157023177X,,2,Bob Bergin,Impact Publications,3,9781570231773,4608421,3,"Stone Gods, Wooden Elephants",3,12,2001
0596001533,eng,4,W. Curtis Preston,O'Reilly Media,37,9780596001537,831611,37,Using SANs and NAS: Help for Storage Administrators,3,2,2002
0373186754,eng,1,Susanne McCarthy,Harlequin Books,7,9780373186754,446868,7,Second Chance for Love,3,,1998
0586066535,eng,4,Bob Shaw,Grafton,73,9780586066539,1025074,73,One Million Tomorrows,3,9,1986
1101592540,eng,2,Gordon Dahlquist,Dutton Children's Books,6,9781101592540,17575466,6,The Different Girl,3,2,2013
9512087839,fin,1,"Anna Jansson, Sirkka-Liisa Sjoblom",Gummerus,29,9789512087839,15837683,29,"Murhan alkemia (Maria Wern, #12)",3,,2012
0544873912,,1,"Jerdine Nolen, Michelle  Henninger",HMH Books for Young Readers,9,9780544873919,30971686,9,Bradford Street Buddies: Springtime Blossoms,3,3,2017
0226994589,,2,Olivier Zunz,University Of Chicago Press,12,9780226994581,346383,12,"The Changing Face of Inequality: Urbanization, Industrial Development, and Immigrants in Detroit, 1880-1920",3,8,2000
8809807502,ita,1,Massimo Romagnoli,Giunti,5,9788809807501,31127047,5,Le tre caravelle in un mare di guai,3,2,2016
055324678X,,10,Edward Packard,Bantam Books,172,9780553246780,755062,172,"Supercomputer (Choose Your Own Adventure, #39)",3,12,1984
0553155830,eng,1,"Jennifer Bach, Amy Brost, Judith Mitchell",Dell Yearling,6,9780553155839,755061,6,"The Great Zopper Toothpaste Treasure (Choose Your Own Adventure: Young Readers, #45)",3,4,1988
0299250245,en-GB,11,Stanley G. Payne,University of Wisconsin Press,40,9780299250249,10066326,40,Spain: A Unique History,3,1,2011
1933615818,,8,Cook's Illustrated Magazine,Cook's Illustrated,54,9781933615813,10683087,54,The Best One-Dish Suppers,3,3,2011
0609605224,,12,Maxine Chernoff,Crown,47,9780609605226,977525,47,A Boy in Winter,3,9,1999
9026338570,nl,2,"Herman Koch, Kees Hulst",Ambo Anthos,6,9789026338571,32860452,6,De greppel,3,10,2016
1410449165,,1,Deborah Copaken Kogan,Thorndike Press,2,9781410449160,14305822,2,The Red Book,3,7,2012
1620407256,,26,Neil Bartlett,Bloomsbury USA,104,9781620407257,20613514,104,The Disappearance Boy,3,10,2014
162040351X,,36,Stephen May,Bloomsbury USA,136,9781620403518,20613518,136,Wake Up Happy Every Day: A Novel,3,12,2014
1620408155,eng,28,Eliza Robertson,Bloomsbury USA,125,9781620408155,20613519,125,Wallflowers,3,9,2014
1849530742,,32,Paul          Smith,Summersdale,217,9781849530743,8892236,217,Twitchhiker: How One Man Travelled the World by Twitter,3,5,2012
0307947599,,4,Heidi Julavits,Anchor,11,9780307947598,12914124,11,The Vanishers,3,3,2012
3453433971,ger,6,"Stephen King, Joachim Korber",Wilhelm Heyne Verlag Munchen,56,9783453433977,6296527,56,Das Spiel,3,6,2009
0349004307,eng,47,Angela Thirkell,Virago Press,179,9780349004303,18593020,179,Christmas at High Rising,3,11,2013
0571303684,,3,Paul Auster,Faber & Faber,34,9780571303687,17975140,34,Report from the Interior,3,11,2013
0061576638,eng,739,Kate White,Harper,5164,9780061576638,18634982,5164,Eyes on You,3,6,2014
1569803463,,7,Jimmy Lee Shreeve,Barricade Books,29,9781569803462,3404127,29,Human Sacrifice: A Shocking Expose of Ritual Killing Worldwide,3,7,2008
0812580125,,1,"Morgan Llywelyn, Michael Scott",Tor Fantasy,10,9780812580129,693712,10,Etruscans: Beloved of the Gods,3,12,2001
1619228823,eng,9,Cassandra Chandler,Samhain Publishing,36,9781619228825,25902707,36,Gray Card (Department of Homeworld Security #1),3,10,2015
0393074390,,3,Samantha Peale,W. W. Norton  Company,11,9780393074390,8730988,11,The American Painter Emma Dial,3,5,2010
1484010981,eng,6,Nicole Green,Nicole Green,37,9781484010983,18074816,37,Otherwise Engaged,3,5,2013
0007141084,,5,Kate Jennings,Fourth Estate (GB),29,9780007141081,1884380,29,Moral Hazard,3,6,2002
162619081X,,2,"Len Barcousky, Andrew E. Masich",History Press (SC),12,9781626190818,17593132,12,Civil War Pittsburgh: Forge of the Union,3,5,2013
0735823154,,15,"Annette Langen, Frauke Bahr",NorthSouth,42,9780735823150,8845714,42,I Won't Comb My Hair,3,9,2010
902141130X,nl,2,Theun de Vries,Querido,8,9789021411309,10852766,8,Het geslacht Wiarda,3,,1977
9605181983,gre,4,"Nathaniel Hawthorne, Ksenophon Komnenos",Indiktos,52,9789605181987,16034992,52,Το άλικο γράμμα,3,,2005
1420120735,,30,Janet Dailey,Zebra,158,9781420120738,12360291,158,To Santa With Love,3,10,2011
0609805258,,2,"Maurice J. Elias, Steven E. Tobias, Brian S. Friedlander",Three Rivers Press,11,9780609805251,213188,11,"Raising Emotionally Intelligent Teenagers: Guiding the Way for Compassionate, Committed, Courageous Adults",3,2,2002
1608190234,,14,P.F. Clarke,Bloomsbury Press,66,9781608190232,6690904,66,"Keynes: The Rise, Fall, and Return of the 20th Century's Most Influential Economist",3,10,2009
0061491241,eng,2,Candice Hern,HarperCollins Publishers,3,9780061491245,7244082,3,The Bride Sale,3,8,2007
0785165363,,25,"Christopher Yost, Paco Medina",Marvel,148,9780785165361,17277798,148,Superior Spider-Man Team-Up: Superiority Complex,3,7,2013
8869610594,ita,1,"Corrado Roi, Paola Barbato",Sergio Bonelli Editore,14,9788869610592,29774832,14,Ut n. 4: Gli uomini se ne vanno gli arrabbiati restano,3,6,2016
0785164960,,6,"Neal Adams, Christos Gage",Marvel,30,9780785164968,17277794,30,First X-Men,3,9,2013
9892310187,por,8,Kate Jacobs,ASA,28,9789892310183,10765549,28,Laços Eternos,3,10,2010
1405077913,en-GB,2,Stephen Colbourn,Macmillan,14,9781405077910,11658191,14,The Lost Ship,3,,2005
0373733216,,5,Sara Orwig,Harlequin,35,9780373733217,19302431,35,The Texan's Forbidden Fiancee (Lone Star Legends #1),3,6,2014
0373608519,,9,Nicole Helm,Harlequin,42,9780373608515,19302433,42,Too Close to Resist,3,6,2014
0316298506,eng,1,Idra Novey,Little Brown and Company,5,9780316298506,27283812,5,Ways to Disappear,3,2,2016
9022317323,nl,4,Pieter Aspe,Manteau,185,9789022317327,1764102,185,De vijfde macht,3,4,2002
044669133X,,9,Paul Burston,Warner Books,117,9780446691338,288184,117,Shameless,3,9,2007
1594268223,eng,16,"Mychael Black, Shayne Carmichael",Phaze Books,103,9781594268229,4314054,103,The Duke's Husband,3,7,2008
186842538X,eng,10,Adriaan Basson,Jonathan Ball,50,9781868425389,16156231,50,Zuma Exposed,3,11,2012
0345408101,,3,R.A. Salvatore,Del Rey,36,9780345408105,828184,36,Tarzan: The Epic Adventures,3,5,1998
1935270419,en-US,1,Mark Werts,Cool Titles,1,9781935270416,29477627,1,America's Simple Solutions,3,7,2016
0393070077,,13,John D. Barrow,W. W. Norton  Company,46,9780393070071,6100816,46,One Hundred Essential Things You Didn't Know You Didn't Know: Math Explains Your World,3,5,2009
0141980222,eng,51,Dante Alighieri,Penguin Classics,399,9780141980225,24874449,399,Circles of Hell,3,2,2015
1557836930,,1,John Kenneth Muir,Applause Theatre & Cinema Book Publishers,3,9781557836939,1105541,3,The Rock & Roll Film Encyclopedia,3,4,2007
9789606781,gre,1,David Sedaris,Melani,11,9789606781971,10805327,11,Σκίουρος ζητεί βερβερίτσα,3,,2010
0803738048,,12,Alison Jay,Dial Books,68,9780803738041,13588167,68,Christmastime,3,11,2012
0373294751,,15,Sophia James,Harlequin,162,9780373294756,2213112,162,Masquerading Mistress,3,12,2007
1937744302,eng,49,Laney McMann,J. Taylor Publishing,79,9781937744304,16107050,79,Tied (Fire Born #1),3,9,2013
0758228805,,5,Anya Howard,Aphrodisia,48,9780758228802,6458579,48,Submissive,3,5,2009
1556221479,,1,Wallace O. Chariton,Republic of Texas Press,1,9781556221477,3012560,1,100 Days in Texas,3,5,1992
0755338480,eng,10,Paul Doherty,Headline,142,9780755338481,1930388,142,"The Templar (Templars, #1)",3,12,2007
006122815X,,16,Phoebe Damrosch,William Morrow Paperbacks,125,9780061228155,6021116,125,Service Included: Four-Star Secrets of an Eavesdropping Waiter,3,10,2008
8845261085,ita,6,"Petros Markaris, Andrea Di Gregorio",Bompiani,46,9788845261084,9667270,46,I labirinti di Atene,3,,2008
8806175076,ita,8,Piergiorgio Odifreddi,Einaudi,87,9788806175078,9667275,87,C'era una volta un paradosso. Storie di illusioni e verità rovesciate,3,,2006
0470912359,,3,John Whitfield,Wiley,21,9780470912355,13077773,21,People Will Talk: The Surprising Science of Reputation,3,11,2011
2213014442,fre,1,Emmanuel Le Roy Ladurie,,8,9782213014449,345752,8,Le mendiant et le professeur (Le Siècle des Platter 1499-1628 #1),3,12,1995
0451187989,,12,Lawrence Block,Signet,119,9780451187987,138496,119,"Make Out With Murder (Chip Harrison, #3)",3,9,1997
905936497X,nl,37,Bregje Hofstede,Cossee,266,9789059364974,22677829,266,De hemel boven Parijs,3,9,2014
0879759135,,1,"Michael Goss, George Behe",Prometheus Books,1,9780879759131,31760,1,Lost at Sea,3,9,1994
